id,name,username,text,image_urls,file_urls
411789,,Dani_Abalde,"<aside class=""quote no-group"" data-post=""1"" data-topic=""87678"">
<div class=""title"">
<div class=""quote-controls""></div>
<img alt width=""20"" height=""20"" src=""https://sea1.discourse-cdn.com/mcneel/user_avatar/discourse.mcneel.com/andheum/40/147416_2.png"" class=""avatar""> andheum:</div>
<blockquote>
<p>Sure, nobody’s more excited for GH2 to come out than me (seriously, nobody)</p>
</blockquote>
</aside>
<p>I don’t think so <img src=""https://emoji.discourse-cdn.com/twitter/upside_down_face.png?v=9"" title="":upside_down_face:"" class=""emoji"" alt="":upside_down_face:""></p>
<p>All the love for McNeel, keep going up.</p>",https://emoji.discourse-cdn.com/twitter/upside_down_face.png?v=9,
411792,Graham Knapp,Dancergraham,"<p><img src=""https://emoji.discourse-cdn.com/twitter/heart.png?v=9"" title="":heart:"" class=""emoji"" alt="":heart:""> <img src=""https://emoji.discourse-cdn.com/twitter/heart.png?v=9"" title="":heart:"" class=""emoji"" alt="":heart:""> <img src=""https://emoji.discourse-cdn.com/twitter/heart.png?v=9"" title="":heart:"" class=""emoji"" alt="":heart:""></p>","https://emoji.discourse-cdn.com/twitter/heart.png?v=9, https://emoji.discourse-cdn.com/twitter/heart.png?v=9, https://emoji.discourse-cdn.com/twitter/heart.png?v=9",
411799,Willem Derks,Willem,"<p>Hi Andrew,</p>
<p>Well said, thanks for sharing your thoughts and feelings.</p>
<p>I’ve always felt privileged being able to almost exclusively use Rhino to earn a living. It’s a joy to be part of this community of positive human beings trying to make a better world and help each-other out.</p>
<p>Over the almost 2 decades that I’ve spend here the negativity has come and gone, I guess much like in all communities. Never was it much but at times it was very prominent and hard to dismiss.</p>
<p>With the explosion of new visitors and members the past years, it’s not unexpected to get more negativity. It’s part of human nature and culture to have frictions like this.</p>
<p>As long as the community keeps a balance by being able to help new members find their way in how to participate, it won’t likely get much worse. However it should always be an option to express whatever thoughts and feelings arise from using Rhino, this should not become a place of fan-boys and fan-girls only. Because as much as I love Rhino, there is still a whole lot of things that are annoying as **** if you don’t know how to work around it. This community is one of the pillars that Rhino is build on, not so much because of the praises but more so because of the questioning, wondering and occasional rants.</p>
<p>Thanks again for sharing!</p>
<p>-Willem</p>",,
411834,diff-arch,diff-arch,"<p>Let’s be realistic here, instead of basting in fanboy-ism!<br>
Rhino is a software product, McNeel the developer, and most of us paying customers. As it is a product in the free market, McNeel should be able to deal with a couple of dissatisfied customers - entitled or not -, and I’m sure they are.</p>
<p>Rhino is overall a great piece of software in its niche and not too expensive, but not perfect at all. I’m speaking from the perspective of a Mac user, and feel like it is still not that great of an experience (and I’m using it a lot). There are lots of improvements that could be made. The overall performance is not on par with other software that does similar things, the UI is not bad, but it looks kind of dated, overall version 6 is not a well rounded experience.</p>
<p>The truly great and powerful thing about Rhino is the active community! This sure is a great place to seek out help about all kinds of CG-related things, even beyond the McNeel software, but it’s also not immaculate.<br>
All the people that don’t collect a salary from McNeel and offer advice, help and share ideas, I raise a toast to you guys!!!</p>",,
411841,,Helvetosaur,"<aside class=""quote no-group"" data-username=""diff-arch"" data-post=""5"" data-topic=""87678"">
<div class=""title"">
<div class=""quote-controls""></div>
<img alt="""" width=""20"" height=""20"" src=""https://sea1.discourse-cdn.com/mcneel/user_avatar/discourse.mcneel.com/diff-arch/40/287289_2.png"" class=""avatar""> diff-arch:</div>
<blockquote>
<p>Let’s be realistic here, instead of basting in fanboy-ism!</p>
</blockquote>
</aside>
<p>I believe it’s totally possible to be realistic and critical while remaining civil and friendly.  The proof is that I have been around this community for more than 20 years, and it has always been so (with some relatively rare exceptions).</p>
<p>If you look at the way our national leaders have begun to behave in public - especially since 2016 - with epic name-calling, insults and personal attacks, it’s easy to think that this is now the norm and that it’s acceptable in here like everywhere else.  It’s not.  I will continue to try to contribute to keeping this place as one of the most civil, friendly and helpful places on the 'net.</p>
<p>And yes, huge thanks to McNeel for hosting this extraordinary community and their contribution no only to the software development, but also for going the extra mile/kilometer to help their users to the best of their ability - even if the users’ responses are not always so polite.</p>",,
411846,,Philip,"<aside class=""quote no-group"" data-post=""6"" data-topic=""87678"">
<div class=""title"">
<div class=""quote-controls""></div>
<img alt width=""20"" height=""20"" src=""https://sea1.discourse-cdn.com/mcneel/user_avatar/discourse.mcneel.com/helvetosaur/40/63936_2.png"" class=""avatar""> Helvetosaur:</div>
<blockquote>
<p>I believe it’s totally possible to be realistic and critical while remaining civil and friendly</p>
</blockquote>
</aside>
<p><img src=""https://emoji.discourse-cdn.com/twitter/+1.png?v=9"" title="":+1:"" class=""emoji"" alt="":+1:""></p>
<p>Philip</p>",https://emoji.discourse-cdn.com/twitter/+1.png?v=9,
411861,Andrew Heumann,andheum,"<p>I never said we shouldn’t criticize the product, and I never said it was perfect. I don’t think there’s anything wrong with valid complaints/issues — even the occasional rant! This post is not to say “don’t do that!” (well, as long as “that” is civil) — it’s just to balance things out with some positivity, because to me personally, Rhino/GH/McNeel are <strong>more</strong> than just a software product/developer — they’re the artists of a whole ecosystem that has inspired me and shaped my career. I also find that the PEOPLE of McNeel are uncommonly kind, responsive, helpful, and passionate about the product, and it can be easy as a consumer to lose sight of the fact that people are actually behind the imperfect-but-good thing you hold in your hands. So I want to say thank you to those people. I’ll request new functionality and rant and complain in a different thread.</p>",,
411862,John Brock,John_Brock,"<p>On a lighter note…</p>
<p>I heard a story about an older Scottish musician that was asked to give some general advice to younger musicians.</p>
<p>He said, “Dinna be a dick”.<br>
Good advice.</p>",,
411863,,Asterisk,"<p>Let’s keep civility up and fanboism down! <img src=""https://emoji.discourse-cdn.com/twitter/call_me_hand.png?v=9"" title="":call_me_hand:"" class=""emoji"" alt="":call_me_hand:""></p>",https://emoji.discourse-cdn.com/twitter/call_me_hand.png?v=9,
411865,Max Allstadt,Max3,"<p>I just love that McNeel has refused to convert to a subscription model.</p>
<p>One of the many reasons I use Rhino, Grasshopper and RhinoCAM rather than competing Autodesk products is that I like being a customer better than being a hostage.</p>",,
411872,IVELIN PEYCHEV,ivelin.peychev,"<aside class=""quote no-group"" data-post=""9"" data-topic=""87678"">
<div class=""title"">
<div class=""quote-controls""></div>
<img alt width=""20"" height=""20"" src=""https://sea1.discourse-cdn.com/mcneel/user_avatar/discourse.mcneel.com/john_brock/40/149243_2.png"" class=""avatar""> John_Brock:</div>
<blockquote>
<p>dick</p>
</blockquote>
</aside>
<p>flagged! <a class=""mention"" href=""/u/helvetosaur"">@Helvetosaur</a> be consistent!</p>
<aside class=""quote no-group"" data-post=""6"" data-topic=""87678"">
<div class=""title"">
<div class=""quote-controls""></div>
<img alt width=""20"" height=""20"" src=""https://sea1.discourse-cdn.com/mcneel/user_avatar/discourse.mcneel.com/helvetosaur/40/63936_2.png"" class=""avatar""> Helvetosaur:</div>
<blockquote>
<p>I will continue to try to contribute to keeping this place as one of the most civil</p>
</blockquote>
</aside>",,
411877,,fredrik,"<p>Word Andrew! All what you say is spot on.<br>
Rhino is awesome, and the developers should just be very proud of themselves.<br>
Just ignore the whining <img src=""https://emoji.discourse-cdn.com/twitter/thinking.png?v=9"" title="":thinking:"" class=""emoji"" alt="":thinking:""> I mean why whine at someone who is doing a good job, eh?<br>
You also made some great plugin stuff Andrew, thanks!<br>
Fredrik</p>",https://emoji.discourse-cdn.com/twitter/thinking.png?v=9,
411892,,3dsynergy,"<p>Hi Andrew,</p>
<p>In one way GH was a total failure. It never achieved what it was originally intended to do which was to be a history editor, instead it became a tool for design by digital cookery. It’s really just a spread sheet executing command scripts. Just because you hook up with wires doesn’t mean it’s better. You can do quite a few things using command scripts and send keys from Excel some things you can’t do in GH.</p>
<p>And this is why McNeel although like a relative we still love them we can’t just let them go on failing because we can see their potential.</p>
<p>When people complain they have a real reason for that.</p>
<p>McNeel needs to realize that there is a major flaw in Rhino and they cannot keep building on that.<br>
The flaw is that it takes too long to retool a design. History needs major work only by improving this can rhino become efficient for design change.</p>
<p>The best tools to work with are the ones that can be altered by history, revolve is a really good example, all other tools that build from curves need to have this level of interaction. Curves the way they are edited also need or should have an option for history.</p>
<p>Also the major flaw of not being able to move your history objects is a joke making this command useless what the hell were they thinking. This brings me to the point of where all these other areas are also never improved, or in my mind are pretty much half baked tools that don’t work well and thus make me annoyed with the lack of progress by the developers. In order of Importance…</p>
<p>History<br>
Fillet surf (interface improvement that Jim mentioned should be implemented)<br>
Symmetry<br>
SDS modeling (McNeel can’t even achieve the level of a 100 dollar program like silo.)<br>
Block manager<br>
Material editor (which looking at the future can not be used correctly with cycles in it’s current implementation.)<br>
Cycles</p>
<p>RM</p>",,
411915,,Dani_Abalde,"<aside class=""quote no-group"" data-post=""14"" data-topic=""87678"">
<div class=""title"">
<div class=""quote-controls""></div>
<img alt width=""20"" height=""20"" src=""https://sea1.discourse-cdn.com/mcneel/user_avatar/discourse.mcneel.com/3dsynergy/40/146657_2.png"" class=""avatar""> 3dsynergy:</div>
<blockquote>
<p>In one way GH was a total failure. It never achieved what it was originally intended to do which was to be a history editor, instead it became a tool for design by digital cookery. It’s really just a spread sheet executing command scripts. Just because you hook up with wires doesn’t mean it’s better.</p>
</blockquote>
</aside>
<p>For me the computational difference between what you understand by history in Rhino and by digital cookery in Grasshopper is, ultimately, how the user interacts with the geometry. At some level they are equivalent, as any history system you imagine will need a graph of processes and connections between them using an input and outpus scheme, whether or not it is hidden to the user. All design in Rhino are also an algorithm, a topology of functions, but does not support well to implement a history manager because (I suppose) it forces a huge change in the old Rhino code (someone correct me if I’m wrong please). Why such a sacrifice if GH already does it? The problem is that GH needs to sacrifice the direct interaction (with the mouse) on the geometry to guarantee the immutability of the data*, but it allows concatenating editing processes in a stable way. So from my point of view, GH has not failed to be a history editor, but it changes the modeling logic, and consequently, its usefulness, that doesn’t have to be the same as in Rhino.</p>
<p>*Any data that goes from one component A to another component B is duplicated, it is a new instance, not a reference, so if component B modifies the data, component A preserves the previous state of the data.</p>",,
411923,Rolf,RIL,"<p><strong>PROVERBIAL SILENCE</strong></p>
<p>You’re absolutely right. Rhino, with GH and all the different programming interfaces, makes for a very flexible and capable “lab desk”. I never thought I could produce so much crazy stuff as I can with this platform. And it keeps getting better.</p>
<p>And the community, and Discourse. What can I say? I have not seen anything like it before. Incredibly helpful and competent people. A complex tool needs a community like this.</p>
<p>The winers… hm. I didn’t see much wining in the last few weeks. But it use to be only  a few individuals. Yeah. those few names.</p>
<p>But I really do agree. Thank you McNeel staff. All of you. And thank you <a class=""mention"" href=""/u/andheum"">@andheum</a>,  I use some of your plugins almost everyday.</p>
<p>Ignore those who think too much of themselves taking themselves too seriously. Reminding myself that… :</p>
<blockquote>
<p>Proverbs 17:28: <strong>Even a fool, when he holdeth his peace, is counted wise; When he shutteth his lips, he is esteemed as prudent.</strong></p>
</blockquote>
<p><img src=""https://emoji.discourse-cdn.com/twitter/zipper_mouth_face.png?v=9"" title="":zipper_mouth_face:"" class=""emoji"" alt="":zipper_mouth_face:"">  <img src=""https://emoji.discourse-cdn.com/twitter/face_with_hand_over_mouth.png?v=9"" title="":face_with_hand_over_mouth:"" class=""emoji"" alt="":face_with_hand_over_mouth:""></p>
<p>// Rolf</p>","https://emoji.discourse-cdn.com/twitter/zipper_mouth_face.png?v=9, https://emoji.discourse-cdn.com/twitter/face_with_hand_over_mouth.png?v=9",
411924,Pascal Golay,pascal,"<p>Hello -</p>
<aside class=""quote no-group"" data-post=""14"" data-topic=""87678"">
<div class=""title"">
<div class=""quote-controls""></div>
<img alt width=""20"" height=""20"" src=""https://sea1.discourse-cdn.com/mcneel/user_avatar/discourse.mcneel.com/3dsynergy/40/146657_2.png"" class=""avatar""> 3dsynergy:</div>
<blockquote>
<p>what it was originally intended to do which was to be a history editor,</p>
</blockquote>
</aside>
<p>Why do you think this?</p>
<p>-Pascal</p>",,
412041,Rob Hoekstra,rob.hoekstra,<p>It is not about the message itself but how the message is packaged. Sometimes the package is ugly and even empty.</p>,,
412049,IVELIN PEYCHEV,ivelin.peychev,"<aside class=""quote no-group"" data-post=""18"" data-topic=""87678"" data-full=""true"">
<div class=""title"">
<div class=""quote-controls""></div>
<img alt width=""20"" height=""20"" src=""https://sea1.discourse-cdn.com/mcneel/user_avatar/discourse.mcneel.com/rob.hoekstra/40/160788_2.png"" class=""avatar""> rob.hoekstra:</div>
<blockquote>
<p>It is not about the message itself but how the message is packaged. Sometimes the package is ugly and even empty</p>
</blockquote>
</aside>
<p>And people should not be that shallow to look only at the package!</p>",,
412061,Peter,CountryGolden,"<p>Something that has truly impressed me since I started visiting here is just how frequently devs (either from McNeel or a plugin) will quickly respond to questions by writing a script that solves the problem in a button click. That’s an unnecessary level of support that I haven’t seen in many other places. It isn’t, and will never be perfect, but the amount of time put into trying to understand the many weird things we do with Rhino and helping out is pretty amazing.</p>",,
716677,David Rutten,DavidRutten,"<p>Let’s you and me talk about this Grasshopper 2 alpha release, because there’s a lot of expectations and misunderstandings and hype about it we should try to rectify.</p>
<p><em>You: I saw the <a href=""https://discourse.mcneel.com/t/grasshopper-2-alpha-available-for-testing/140401"">official release message</a>, I’m super excited!</em><br>
Me: Glad to hear it, me too. Although I fear your excitement may spill over into frustration if it’s based on faulty expectations.</p>
<p><em>You: That sounds like a terrible sales pitch.</em><br>
Me: Well, I’m not trying to sell you anything yet, I’m trying to recruit you.</p>
<p><em>You: <strong>That</strong> sounds like you should be paying me.</em><br>
Me: Possibly, but I’m hoping you might be one of those chumps who do it for free anyway.</p>
<p><em>You: Do what exactly? I’m already using Grasshopper in my work, isn’t this just the next version?</em><br>
Me: Yes and no. Grasshopper 2.0 is the formal successor to Grasshopper 1.0, but it is also a complete and total rewrite. As such, there’s precious little continuity between 1.0 and 2.0</p>
<p><em>You: … meaning?</em><br>
Me: Existing files, existing settings, existing plug-ins, … none of it will carry over.</p>
<p><em>You: Wait, are you telling me I can’t open my GH1 files in GH2?</em><br>
Me: Correct.</p>
<p><em>You: …</em><br>
Me: …</p>
<p><em>You: Why?</em><br>
Me: There are several reasons. First of all the component set in GH2 is just incomplete. We need hundreds more before I think GH2 will be ready for production use. So if a GH1 file uses a component which hasn’t been made yet, that can’t translate. Secondly, components which are already available are often different, sometimes subtly so, sometimes wildly so. Automatic translation in these cases requires a lot of up-front work, and that work hasn’t been done. Thirdly, GH2 uses different data types and different data storage mechanisms, this will sometimes lead to files just not working because those files were designed with the GH1 behaviour in mind. And lastly, GH1 plug-ins won’t work in GH2 either, so any non-standard component doesn’t have any corollary.</p>
<p><em>You: Plug-ins don’t work either?!</em><br>
Me: Sorry, no.</p>
<p><em>You (quoting Lando Calrissian): “This deal’s getting worse all the time!”</em><br>
Me: See, I told you you’d get frustrated.</p>
<p><em>You: It sounds like a big risk to start from scratch with an existing product.</em><br>
Me: I agree, but sadly there wasn’t really a choice. Over the coming weeks and months we’ll try and provide some tools for translating or directly running *.gh and *.ghx files in Grasshopper 2. It’ll never be a perfect match, but we can probably solve the majority of incompatibility issues. The plug-in problem will never be solved, except insofar as we <em>may</em> be able to leverage Grasshopper 1.0 to run plug-ins and then pump the data back into Grasshopper 2.0 for further processing.</p>
<p><em>You: Why wasn’t there a choice?</em><br>
Me: Because we knew from the start that Grasshopper 2.0 needed to be multi-threaded, and you cannot “just” parallelise single-threaded code. Most functions and data types in the very core had to be redesigned to be thread-safe, and those changes percolate everywhere. Add to that a number of other core features we wanted to add and you just end up with a brand new product which has to go through a tedious and extensive alpha phase all over again.</p>
<p><div class=""lightbox-wrapper""><a class=""lightbox"" href=""https://global.discourse-cdn.com/mcneel/uploads/default/original/4X/8/5/f/85f6475e81727e4a481e20a10d22af475d581b25.png"" data-download-href=""/uploads/short-url/j759vNNYOYF7RogTB0vmodqLjyl.png?dl=1"" title=""Progress""><img src=""https://global.discourse-cdn.com/mcneel/uploads/default/optimized/4X/8/5/f/85f6475e81727e4a481e20a10d22af475d581b25_2_345x224.png"" alt=""Progress"" data-base62-sha1=""j759vNNYOYF7RogTB0vmodqLjyl"" width=""345"" height=""224"" srcset=""https://global.discourse-cdn.com/mcneel/uploads/default/optimized/4X/8/5/f/85f6475e81727e4a481e20a10d22af475d581b25_2_345x224.png, https://global.discourse-cdn.com/mcneel/uploads/default/optimized/4X/8/5/f/85f6475e81727e4a481e20a10d22af475d581b25_2_517x336.png 1.5x, https://global.discourse-cdn.com/mcneel/uploads/default/optimized/4X/8/5/f/85f6475e81727e4a481e20a10d22af475d581b25_2_690x448.png 2x"" data-dominant-color=""CCCECF""><div class=""meta"">
<svg class=""fa d-icon d-icon-far-image svg-icon"" aria-hidden=""true""><use href=""#far-image""></use></svg><span class=""filename"">Progress</span><span class=""informations"">1240×805 130 KB</span><svg class=""fa d-icon d-icon-discourse-expand svg-icon"" aria-hidden=""true""><use href=""#discourse-expand""></use></svg>
</div></a></div></p>
<p><em>You: Great, so everything runs 16 times faster on my 16-core machine now?</em><br>
Me: No. <em>Some</em> things will complete faster than before. Specifically, calculations which are independent of each other will now sometimes run concurrently instead of consecutively. There’s always overhead involved too, so we certainly won’t hit theoretical limits in terms of speed-ups. Do remember this is an entirely new code-base. Grasshopper 1.0 has over a decade worth of optimisations in it, so will definitely perform better in certain cases. At least for the time being.</p>
<p><div class=""lightbox-wrapper""><a class=""lightbox"" href=""https://global.discourse-cdn.com/mcneel/uploads/default/original/4X/5/6/2/5623727f11263058c6af8e251419c7ad8802c248.png"" data-download-href=""/uploads/short-url/ci10u9yoZQuzw8nxKUVypRK5DKM.png?dl=1"" title=""Multithreading""><img src=""https://global.discourse-cdn.com/mcneel/uploads/default/optimized/4X/5/6/2/5623727f11263058c6af8e251419c7ad8802c248_2_517x213.png"" alt=""Multithreading"" data-base62-sha1=""ci10u9yoZQuzw8nxKUVypRK5DKM"" width=""517"" height=""213"" srcset=""https://global.discourse-cdn.com/mcneel/uploads/default/optimized/4X/5/6/2/5623727f11263058c6af8e251419c7ad8802c248_2_517x213.png, https://global.discourse-cdn.com/mcneel/uploads/default/optimized/4X/5/6/2/5623727f11263058c6af8e251419c7ad8802c248_2_775x319.png 1.5x, https://global.discourse-cdn.com/mcneel/uploads/default/optimized/4X/5/6/2/5623727f11263058c6af8e251419c7ad8802c248_2_1034x426.png 2x"" data-dominant-color=""E5E6E7""><div class=""meta"">
<svg class=""fa d-icon d-icon-far-image svg-icon"" aria-hidden=""true""><use href=""#far-image""></use></svg><span class=""filename"">Multithreading</span><span class=""informations"">1556×642 134 KB</span><svg class=""fa d-icon d-icon-discourse-expand svg-icon"" aria-hidden=""true""><use href=""#discourse-expand""></use></svg>
</div></a></div></p>
<p><em>You: So what’s in this for me then? Sounds like I’m better off just sticking with Grasshopper 1.0</em><br>
Me: That’s absolutely true for any kind of production work. Luckily, both versions can be installed and even used simultaneously. So you can keep running GH1 for all the important stuff until you’re confident that switching over isn’t going to be too much of a risk.</p>
<p><em>You: You didn’t answer my question.</em><br>
Me: I was hoping you wouldn’t notice… I suppose you get to participate in the alpha phase development of Grasshopper 2. Your opinions and grievances and arguments may well affect how certain parts of the software evolve, and you get to become proficient ahead of the competition. I admit, these are all pretty intangible benefits, and if you’re unsure about spending a lot of time and effort on this then you probably shouldn’t. No hard feelings.</p>
<p><em>You: Fine, I’ll think it over. There must be some good news too right?</em><br>
Me: I think so. Despite all its unfinishedness, GH2 has some interesting new features. It’s a more mature computational platform for one. It provides a lot of mathematical tools one would expect to find in a program aimed at computational design. Functions are now data types in their own right and are thus no longer constrained to live within the <kbd>Graph Mapper</kbd>. Support for unlimited integer and angle types has been added, which benefits trigonometry and statistics features.</p>
<p><div class=""lightbox-wrapper""><a class=""lightbox"" href=""https://global.discourse-cdn.com/mcneel/uploads/default/original/4X/3/b/e/3be72d5d630ea4b3ff42e09af9ded58ee5c3db2c.png"" data-download-href=""/uploads/short-url/8xVsRUe5Tm2AAiYPG0A5rohGWCg.png?dl=1"" title=""Functions""><img src=""https://global.discourse-cdn.com/mcneel/uploads/default/optimized/4X/3/b/e/3be72d5d630ea4b3ff42e09af9ded58ee5c3db2c_2_345x221.png"" alt=""Functions"" data-base62-sha1=""8xVsRUe5Tm2AAiYPG0A5rohGWCg"" width=""345"" height=""221"" srcset=""https://global.discourse-cdn.com/mcneel/uploads/default/optimized/4X/3/b/e/3be72d5d630ea4b3ff42e09af9ded58ee5c3db2c_2_345x221.png, https://global.discourse-cdn.com/mcneel/uploads/default/optimized/4X/3/b/e/3be72d5d630ea4b3ff42e09af9ded58ee5c3db2c_2_517x331.png 1.5x, https://global.discourse-cdn.com/mcneel/uploads/default/optimized/4X/3/b/e/3be72d5d630ea4b3ff42e09af9ded58ee5c3db2c_2_690x442.png 2x"" data-dominant-color=""D2D1D0""><div class=""meta"">
<svg class=""fa d-icon d-icon-far-image svg-icon"" aria-hidden=""true""><use href=""#far-image""></use></svg><span class=""filename"">Functions</span><span class=""informations"">1249×800 111 KB</span><svg class=""fa d-icon d-icon-discourse-expand svg-icon"" aria-hidden=""true""><use href=""#discourse-expand""></use></svg>
</div></a></div></p>
<p><em>You: Okay. Bit geeky, but okay. What else?</em><br>
Me: All values inside a Grasshopper document can now be tagged with meta data. Meta data is primarily a mechanism for <em>you</em> to organise your data. For example you can attach material properties to shapes, or subcontractor details, or installation dates, or… whatever you want really. This sort of parallel bookkeeping was a nightmare in GH1 as all that data had to be kept in separate streams and synchronised all the time.<br>
But you can also use meta data with predefined names to affect how Grasshopper treats values. You can for example change the preview colour of shapes, or the bake layer, or the bake section hatching.</p>
<p><div class=""lightbox-wrapper""><a class=""lightbox"" href=""https://global.discourse-cdn.com/mcneel/uploads/default/original/4X/f/7/a/f7a05c5fb1f460e37e0b33ba753c9460926ed069.png"" data-download-href=""/uploads/short-url/zkBvpMaR7oKzFGxcydiaifOBc6J.png?dl=1"" title=""MetaData""><img src=""https://global.discourse-cdn.com/mcneel/uploads/default/optimized/4X/f/7/a/f7a05c5fb1f460e37e0b33ba753c9460926ed069_2_303x375.png"" alt=""MetaData"" data-base62-sha1=""zkBvpMaR7oKzFGxcydiaifOBc6J"" width=""303"" height=""375"" srcset=""https://global.discourse-cdn.com/mcneel/uploads/default/optimized/4X/f/7/a/f7a05c5fb1f460e37e0b33ba753c9460926ed069_2_303x375.png, https://global.discourse-cdn.com/mcneel/uploads/default/optimized/4X/f/7/a/f7a05c5fb1f460e37e0b33ba753c9460926ed069_2_454x562.png 1.5x, https://global.discourse-cdn.com/mcneel/uploads/default/optimized/4X/f/7/a/f7a05c5fb1f460e37e0b33ba753c9460926ed069_2_606x750.png 2x"" data-dominant-color=""DCD8D8""><div class=""meta"">
<svg class=""fa d-icon d-icon-far-image svg-icon"" aria-hidden=""true""><use href=""#far-image""></use></svg><span class=""filename"">MetaData</span><span class=""informations"">1198×1479 264 KB</span><svg class=""fa d-icon d-icon-discourse-expand svg-icon"" aria-hidden=""true""><use href=""#discourse-expand""></use></svg>
</div></a></div></p>
<p><em>You (interrupting): I’m getting information overload now. Some of this sounds terrible, some of this sound interesting. I’m not sure what to do next.</em><br>
Me: I’d say if you have Rhino 8 Wip, run the <code>_PackageManager</code> command, install grasshopper2, run the <code>_G2</code> command and give it a quick test drive whenever you have an hour or so to yourself. If you don’t like it, or feel like it’s too early for you to get involved, uninstall it and maybe try again in a few months.</p>
<p><div class=""lightbox-wrapper""><a class=""lightbox"" href=""https://global.discourse-cdn.com/mcneel/uploads/default/original/4X/e/6/d/e6d8f198b22a0c2d6f1b2de0622716a1ca1e218c.png"" data-download-href=""/uploads/short-url/wWaCjE9r9J8L7rWndwCmHew7ApC.png?dl=1"" title=""PackageManager""><img src=""https://global.discourse-cdn.com/mcneel/uploads/default/optimized/4X/e/6/d/e6d8f198b22a0c2d6f1b2de0622716a1ca1e218c_2_517x279.png"" alt=""PackageManager"" data-base62-sha1=""wWaCjE9r9J8L7rWndwCmHew7ApC"" width=""517"" height=""279"" srcset=""https://global.discourse-cdn.com/mcneel/uploads/default/optimized/4X/e/6/d/e6d8f198b22a0c2d6f1b2de0622716a1ca1e218c_2_517x279.png, https://global.discourse-cdn.com/mcneel/uploads/default/optimized/4X/e/6/d/e6d8f198b22a0c2d6f1b2de0622716a1ca1e218c_2_775x418.png 1.5x, https://global.discourse-cdn.com/mcneel/uploads/default/optimized/4X/e/6/d/e6d8f198b22a0c2d6f1b2de0622716a1ca1e218c_2_1034x558.png 2x"" data-dominant-color=""E0E6EC""><div class=""meta"">
<svg class=""fa d-icon d-icon-far-image svg-icon"" aria-hidden=""true""><use href=""#far-image""></use></svg><span class=""filename"">PackageManager</span><span class=""informations"">1361×734 70 KB</span><svg class=""fa d-icon d-icon-discourse-expand svg-icon"" aria-hidden=""true""><use href=""#discourse-expand""></use></svg>
</div></a></div></p>
<p>Oh, and before you go, be sure to have a look at the Grasshopper 2.0 Documentation (available via the Help menu). It’s far from finished, but it has some content and you can drag the example files from the component specifications directly onto the canvas. May help get you started.</p>
<p><div class=""lightbox-wrapper""><a class=""lightbox"" href=""https://global.discourse-cdn.com/mcneel/uploads/default/original/4X/f/4/5/f456ce95d7f6aaf28b7b9f5d497ccf52760a4ce5.png"" data-download-href=""/uploads/short-url/yRwu7HfHcVPHw3VtYigIwCr2QtL.png?dl=1"" title=""Documentation""><img src=""https://global.discourse-cdn.com/mcneel/uploads/default/optimized/4X/f/4/5/f456ce95d7f6aaf28b7b9f5d497ccf52760a4ce5_2_397x374.png"" alt=""Documentation"" data-base62-sha1=""yRwu7HfHcVPHw3VtYigIwCr2QtL"" width=""397"" height=""374"" srcset=""https://global.discourse-cdn.com/mcneel/uploads/default/optimized/4X/f/4/5/f456ce95d7f6aaf28b7b9f5d497ccf52760a4ce5_2_397x374.png, https://global.discourse-cdn.com/mcneel/uploads/default/optimized/4X/f/4/5/f456ce95d7f6aaf28b7b9f5d497ccf52760a4ce5_2_595x561.png 1.5x, https://global.discourse-cdn.com/mcneel/uploads/default/optimized/4X/f/4/5/f456ce95d7f6aaf28b7b9f5d497ccf52760a4ce5_2_794x748.png 2x"" data-dominant-color=""DEDEDC""><div class=""meta"">
<svg class=""fa d-icon d-icon-far-image svg-icon"" aria-hidden=""true""><use href=""#far-image""></use></svg><span class=""filename"">Documentation</span><span class=""informations"">1030×970 116 KB</span><svg class=""fa d-icon d-icon-discourse-expand svg-icon"" aria-hidden=""true""><use href=""#discourse-expand""></use></svg>
</div></a></div></p>","https://global.discourse-cdn.com/mcneel/uploads/default/optimized/4X/8/5/f/85f6475e81727e4a481e20a10d22af475d581b25_2_345x224.png, https://global.discourse-cdn.com/mcneel/uploads/default/optimized/4X/5/6/2/5623727f11263058c6af8e251419c7ad8802c248_2_517x213.png, https://global.discourse-cdn.com/mcneel/uploads/default/optimized/4X/3/b/e/3be72d5d630ea4b3ff42e09af9ded58ee5c3db2c_2_345x221.png, https://global.discourse-cdn.com/mcneel/uploads/default/optimized/4X/f/7/a/f7a05c5fb1f460e37e0b33ba753c9460926ed069_2_303x375.png, https://global.discourse-cdn.com/mcneel/uploads/default/optimized/4X/e/6/d/e6d8f198b22a0c2d6f1b2de0622716a1ca1e218c_2_517x279.png, https://global.discourse-cdn.com/mcneel/uploads/default/optimized/4X/f/4/5/f456ce95d7f6aaf28b7b9f5d497ccf52760a4ce5_2_397x374.png",
716709,Antoine Maes,antoinemaes,"<p>Sorry, but I’m still hyped !<br>
Can’t wait to see what you’ve been baking !</p>",,
716717,Ftzuk,ftzuk,<p>I really like the interface &amp; icons &amp; colors. Hope this new code-base opens the door to future optimizations that will eventually outperform GH1 across the board.</p>,,
